OBJECTID,Period,Start Date,End Date,ZIP Code,Service District,Quality of Life,Overall Feeling of Safety,Neighborhood Safety,City Appearance,Neighborhood Appearance,Nashville as Residence,Nashville as Place to Raise Children,Nashville as Workplace,Nashville as Place to Start/Grow Business,Nashville as Retirement Place,Metro Services - Overall,Value Received from Taxes,Elected Official Leadership,Elected Official Responsiveness,Elected Official Accessibility,Metro Transparency and Ethics,Metro Budgeting and Stewardship,Customer Service,Metro Communication,Decision Input Opportunity,Crime Prevention,Police - Overall,Fire and EMS - Overall,Streets and Sidewalks - Overall,Trash and Recycling - Overall,Public Education,Public Health - Overall,Public Library,Social Services - Overall,Economic Development - Overall,Parks and Recreation - Overall,Code Enforcement - Overall,Public Transit - Overall,Water Services - Overall,Metro-provided Arts and Culture - Overall,Affordable Housing - Overall,Historic Preservation - Overall,1st Priority Service,2nd Priority Service,3rd Priority Service,4th Priority Service,5th Priority Service,City Street Maintenance,Street Signs and Traffic Signals,Pedestrian Infrastructure,Curb Space Management,Bicycle Infrastructure,Trash Service,Curbside Recycling,Drop-off Recycling,Street Lighting,Public Works Personnel Professionalism,Police Visibility,Traffic Enforcement,Police Professionalism,Police Response Time,School Crossing Guards,School Resource Officers,Youth Violence Programs,Special Event Security,Fire Services,Fire Response Time,Emergency Medical Services (EMS),EMS Response Time,Fire Professionalism,EMS Professionalism,MTA Bus Service,Music City Circuit,AccessRide,Music City Star,Park and Ride,Bus Shelters,MTA Personnel Professionalism,Trash and Debris Enforcement,Lawn and Brush Enforcement,Exterior Maintenance Enforcement,Short-Term Rental Enforcement,STRP Complaint Hotline,Codes Personnel Professionalism,Codes Responsiveness,911 Services,Non-Emergency Number,hubNashville (311),Program Information Availability,gov,Metro Video Programming,Metro Social Media,Parks Maintenance,Outdoor Athletic Fields,Walking and Biking Trails,Swimming Pools,Community Centers,Youth Recreation Programs,Senior Recreation Programs,Parks Personnel Professionalism,Park Safety,Burial Assistance Program,Family Support Services,Homeless Services,Nutrition Programs,Head Start / Early Head Start,Low Income Home Energy Assistance Program (LIHEAP),Violent Crime Victim Services,Tap Water,Water Service Reliability,Water Emergency Response,Flood Prevention,Stormwater Fund Use,Water Services Value,Water Services Communication,Water Services Information Availability,Water Services Social Media,Water Services Employee Interaction,Crime Victim,MNPD Officer Contact,311 (hubNashville) Usage,gov Usage,Park / Community Center Usage,MTA Bus Service Usage,Bicycle Usage,Arts / Cultural Event Attendance,Public Library Usage,Metro Elected Official Contact,Public Meeting Attendance,Neighborhood Meeting Attendance,Monthly Housing Cost Over 30%,Rideshare / Bikeshare Usage,"Commute by Walking, Biking, or Bus",Affordable Housing Preference,Opioid Addiction,Neighborhood Tree Canopy,Internet Use for Information,Mobile Phone Internet Access,Home Internet Access,Natural Disaster Preparedness,$500 Emergency Expense,Healthcare Access,Healthy Food Access,Childcare Access,Pre-K Access,Public Transit Access,Park and Green Space Access,Affordable Housing Access,Diversity Support Efforts,Diversity Acceptance,Disability Access,Job Access,Neighborhood Arts and Culture,Small Business and Freelance Work Space,Farmers' Market,General Hospital,Emergency and Natural Disaster Response,No Children in Davidson County,Children Ages 0-5,Children Ages 6-13,Children Ages 14-17,Public School Attendance,Charter School Attendance,Private School Attendance,Other School Attendance,Other School Definition,School Quality,Own or Rent,Years Lived in Davidson County,Business Owner / Operator,Race / Ethnicity - White,Race / Ethnicity - Black,Race / Ethnicity - Hispanic,Race / Ethnicity - Asian or Pacific Islander,Race / Ethnicity - Native American or Alaskan Native,Race / Ethnicity - Other,Race / Ethnicity - Other Definition,Total Annual Household Income,Age,Gender Identity,Education Attained
11,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37210,Urban Services District,Neutral,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Below Average,Neutral,Below Average,Below Average,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Streets and sidewalks,Water / stormwater,Police,Fire and EMS,Social services,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Satisfied,Don't Know,Dissatisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,False,Yes,Yes,Yes,Yes,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,30,No,,,,Yes,,,,,45-54,Male,High school graduate
12,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37211,Urban Services District,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Neutral,Very Satisfied,Neutral,Very Satisfied,Neutral,Very Satisfied,Streets and sidewalks,Parks and recreation,Affordable housing,Police,Fire and EMS,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,,,False,,,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Yes,,Yes,Yes,,,,Average,Own,27,No,Yes,,,,,,,"$30,000 to $59,999",35-44,Male,High school graduate
13,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37207,Urban Services District,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Excellent,Don't Know,Good,Don't Know,Neutral,Satisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Neutral,Satisfied,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,Very Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Satisfied,Don't Know,Neutral,Public transportation,Solid waste services,Social services,Economic development,Code enforcement,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Don't Know,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,True,Yes,Yes,Yes,Yes,No,Yes,Very Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,Satisfied,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Dissatisfied,Don't Know,Very Satisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,5,No,Yes,,,,,,,"$100,000 or more",25-34,Female,Bachelor's degree
14,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37204,Urban Services District,Very Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Excellent,Don't Know,Excellent,Good,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Dissatisfied,Don't Know,Neutral,Dissatisfied,Dissatisfied,Affordable housing,Streets and sidewalks,Social services,Public health,Police,Dissatisfied,Dissatisfied,Neutral,Neutral,Don't Know,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,False,Yes,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,3,No,Yes,,,,,,,"$100,000 or more",35-44,Female,Graduate degree
15,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37214,Urban Services District,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Good,Neutral,Good,Good,Good,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Streets and sidewalks,Affordable housing,Economic development,Parks and recreation,Solid waste services,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,True,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Satisfied,Neutral,Don't Know,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Yes,,,,,,,,,,Rent,5,No,Yes,,,,,,,"$30,000 to $59,999",45-54,Male,Some college
16,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37013,Urban Services District,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Good,Good,Good,Good,Good,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Streets and sidewalks,Affordable housing,Public education,Police,Public health,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Don't Know,Neutral,Neutral,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Satisfied,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,False,No,Yes,Yes,Yes,Yes,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Don't Know,Satisfied,Neutral,Don't Know,Very Satisfied,Don't Know,Satisfied,,,Yes,,,,,Yes,Private Christian,Excellent,Own,24,No,Yes,,,,,,,"$60,000 to $99,999",65+,Male,Graduate degree
17,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37211,Urban Services District,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Excellent,Excellent,Excellent,Excellent,Good,Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Very Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Streets and sidewalks,Water / stormwater,Public health,Social services,Code enforcement,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Dissatisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,False,Yes,Yes,Yes,Yes,Yes,,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Very Satisfied,Don't Know,Very Satisfied,Neutral,Very Satisfied,Yes,,,,,,,,,,Own,31,No,Yes,,,,,,,"$60,000 to $99,999",45-54,Male,Graduate degree
18,2018Q1,2/1/2018 12:00:00 AM,3/6/2018 12:00:00 AM,37207,Urban Services District,Satisfied,Neutral,Neutral,,Satisfied,Good,Below Average,Good,,Below Average,Satisfied,Neutral,Neutral,,,Don't Know,,Neutral,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,,Satisfied,Don't Know,,Satisfied,,Very Dissatisfied,,Satisfied,,,,,,,,Neutral,Satisfied,,,Very Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,,Satisfied,Neutral,Satisfied,Don't Know,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Satisfied,,Don't Know,Don't Know,Don't Know,,Dissatisfied,Neutral,Neutral,Dissatisfied,,,,Satisfied,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,No,Yes,Yes,,,,No,,,,,,,Yes,Yes,Yes,,,Neutral,Satisfied,Don't Know,Don't Know,Dissatisfied,,,Neutral,Neutral,Neutral,,,,Neutral,Don't Know,,Yes,,,,,,,,,,Rent,2,,Yes,,,,,,,"$60,000 to $99,999",25-34,Female,
19,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37013,Urban Services District,Neutral,Satisfied,Satisfied,Neutral,Neutral,Below Average,Neutral,Below Average,Neutral,Poor,Satisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Affordable housing,Streets and sidewalks,Public transportation,Public education,Public health,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Don't Know,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,Neutral,Neutral,Dissatisfied,Neutral,Neutral,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,False,Yes,Yes,Yes,Yes,No,No,Dissatisfied,Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Don't Know,Very Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Neutral,Neutral,Yes,,,,,,,,,,Rent,19,No,Yes,Yes,,,,,,"Under $30,000",25-34,Male,High school graduate
20,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37207,General Services District,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Good,Don't Know,Good,Don't Know,Don't Know,Satisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Don't Know,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Dissatisfied,Don't Know,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Don't Know,Dissatisfied,Public transportation,Streets and sidewalks,Fire and EMS,Social services,Public health,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Dissatisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Dissatisfied,Satisfied,Satisfied,Don't Know,Don't Know,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,True,Yes,Yes,Yes,Yes,Yes,No,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Satisfied,Don't Know,Dissatisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Don't Know,Neutral,Yes,,,,,,,,,,Own,43,No,Yes,,,,,,,"$60,000 to $99,999",35-44,Male,Some college
21,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37211,General Services District,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Below Average,Below Average,Good,Below Average,Poor,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Don't Know,Neutral,Neutral,Neutral,Neutral,Police,Streets and sidewalks,Public education,Social services,Affordable housing,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,Own,15,No,Yes,,,,,,,"$100,000 or more",35-44,Male,Some college
22,2018Q2,6/21/2018 12:00:00 AM,7/16/2018 12:00:00 AM,37221,General Services District,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Below Average,Neutral,Below Average,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Neutral,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,Satisfied,Streets and sidewalks,Fire and EMS,Police,Economic development,Parks and recreation,Dissatisfied,Satisfied,Satisfied,Neutral,Very Dissatisfied,Don't Know,Don't Know,Neutral,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Don't Know,Neutral,Neutral,Don't Know,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,True,Yes,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Dissatisfied,,,,,,,,,,,Own,20,No,Yes,,,,,,,,55-64,Male,
